V080001,V085120,V085120a,V085121,V085121a,V085122,V085122a,V085123,V085123a
1533, speaker of the house ,5, vice president ,5," don't know//laughs, congressman ",1, chief justice ,5
1534, know I've heard the name//no ,1, vice president ,5, couldn't tell//noS ,1, no//no ,5
1535, speaker// first said chief justice ,1, vice president ,5, dk//congressman ,1, supreme court judge ,5
1536, no clue//nope ,1, trying to think what he does now - I'm thinking he's vice president (she had help) ,5, never heard of him//nope ,1, not heard of him//nope ,1
1537, dk//I DON'T KNOW!!!!!//SAME ,1, vice pres ,5, never heard of him//no ,5, don't know//no ,1
1538, no//no ,5, no//no ,1, no//no ,1, no//no ,5
1539, dk//democrat ,1, dk//no ,1, no//no ,5, dk//no ,1
1540, not sure//no ,1, Vice President ,5, don't know//no ,5, doesn't know//no ,5
1541, dk//know I've heard the name ,1, vice president ,5, not sure//nope ,1, not sure//know the names ,1
1542, doesn't know//no ,1, Vice President ,1, doesn't know//no ,1, doesn't know//no ,1
1543,,-2,,-2,,-2,,-2
1544, she's over the Congress - whatever that position//head Democrat - is from California//can't think of title ,1, Vice President ,5, he's in Bush's Cabinet//doesn't know the position//no ,1, isn't he a Supreme Court Justice//no ,1
1545, doesn't know//membewr of House of Representatives//no ,1, House speaker//no ,1, doesn't know//state representative//no ,1, doesn't know//doesn't know//no ,1
1546, doesn't know//city council//no ,1, Vice President ,1, doesn't know//no guess//no ,1, congressman? ,5
1547, not sure//no guess//no ,1, JVice President ,5, doesn't know//no guess ,1, doesn't know//no guess ,1
1548, NOT SURE//nope ,1," not sure//""doesn't watch tv"" ",1, not sure//no ,1, not sure//no ,1
1549,,-2,,-2,,-2,,-2
1550, no clue//nope ,1, vice presiden ,1, dk//nope ,1, dk//nope ,1
1551, not sure//no ,1, I know that one//offhand no ,1, dk//no ,1, no//no ,1
1552, dk//no ,1, vice president ,5, no ,5, no//no ,1
1553, Speaker of the House ,5, Vice President ,5, no idea who he is//no guess//no ,1, who would know that such a common name//no guess//no ,1
1554, speaker of the house ,5, vice president ,5, dk//congressman ,1, supreme court justice ,5
1555," doesn't know//recognizes her name, is she in the house? A house representative?//no ",1, Vice President ,5, Congressman?//no ,1, Is he in the House of Representatives?//no ,1
1556," the Speaker, the head of the House of Representatives, the majority, the main, she's the head of the Democratic party which controls the house ",5, Vice President ,5, doesn't know//no guess ,1, head of the Supreme Court ,5
1557, Speaker of the House ,5, Vice President ,5, don't know//he's a congressman//no ,1," sounds like he's someone in Bush's cabinet, but really doesn't know//no ",1
1558, Speaker of the House ,5, Vice President ,5, doesn't know//defense maybe?//no ,1, doesn't know//doesn't know//no ,1
1559, Not real sure//she's in Congress//no ,1, A representative?//no ,1, doesn't know//no ,1, doesn't know//no ,1
1560, doesn't know//a senate position?//no ,1, doesn't know//doesn't know//no ,1, senate position ,5, doesn't kknow//no ,1
1561, has no clue//doesn't want to guess//no ,1, thinking he was the speaker of the house ,5, doesn't know//no ,1, no clue//no ,1
1562, speaker of the house ,5, Vice President ,5, no idea ,1, no clue ,5
1563, not speaker; dk// dk ,1, vice president ,5, dk//no ,1, no//no ,1
1564, has no clue//congresswoman//no ,1, was he a senator?//no ,1, has no idea//congressman//no ,1, no idea//no ,1
1565, Secretary of State?//doesn't know// ,1, Vice President ,5, doesn't know//supreme court?//no ,1, doesn't know//no guess ,1
1566,,-2,,-2,,-2,,-2
1567, not sure and doesn't know who she is//senator?//no ,1," Democrat, but not sure//no  ",1, senate position?//no ,1, A Democrat?//a Senator?//no ,1
1568, doesn't know//he has no idea on her//no ,1, Vice President ,5, doesn't know//doesn't have one//no ,1, has no idea//no idea//no ,1
1569, doesn't know//no ,1," doesn't know//has no clue//has heard the name, but can't thnk of . . .//wait, is he the Vice President?//no ",1, doesn't know//has no clue//no ,1, doesn't know//no clue//no ,1
1570, doesn't know//knows that she's a Democrat congresswoman//no ,1, Vice President  ,5, doesn't know//no ,1, doesn't know//no ,1
1571,,-2,,-2,,-2,,-2
1572, Speaker of the house ,5, Vice President ,5, doesn't know//no guess either//no ,1, doesn't know//no ,1
1573, She is the speaker of the house ,5," Vice President, but he has the tie breaker vote in the house ",1, the Prime Minister of Great Britain ,1, Don't know//doesn't ave a clue//no ,1
1574, Governor ,5, Vice President ,5, no idea//never heard the name//no ,1, doesn't know//has no clue//no ,1
1575, Speaker/Leader of the House for the majority ,1, Vice President ,1, doesn't know//representative//no ,1, Supreme Court Judge ,5
1576, can't remember//something to do with the Congress//no ,1, doesn't know//doesn't have a best guess//no ,1, doesn't know//no best guess//no ,1, doesn't know//no best guess//no ,1
1577, Speaker of the House ,5, Vice President ,5, doesn't know//no guess ,1," doesn't know//is he in the dept of Defense, having been recently appointed to handle the War in Iraq//no ",1
1578," she's the head person, of the, the madame speaker of the house ",5, Vice President ,5," heck, she doesn't know//oh, think he's the secretary of defense//no, can't guess, doesn't know//no ",1, doesn't know//no guess//no ,1
1579,,-2,,-2,,-2,,-2
1580, treaqsurer ,1, vp ,5, supreme court ,1, sec of defense ,1
1581, house of reprsentives ,5, vice presdent ,5, over fema ,5, dont know ,1
1582, janitor ,1, vp ,5, janitor ,1, janitor ,5
1583, house representives ,1, vice president ,5, sentor ,5, sentor ,5
1584, head of house ,5, vice president ,5, not sure ,5, not sure ,5
1585, don't know ,1, republican ,1, never heard of him ,1, never heard of him ,1
1586, talk show host ,5, vice presdent ,5, he is a representive ,1, no guess  ,1
1587, senator ,1, congressman ,1, senator ,1, congressman ,1
1588, speaker of the house ,5, vice president of usa ,5, he is a congressman ,5, representive ,5
1589, speaker of the house ,1, vp ,1, press secretay ,1, homeland security ,1
1590, united states treasure ,5, vice president ,5, speaker of the house ,5, sentor majority leader ,1
1591, represenative ,1, vp ,1, senator ,1, don't know ,1
1592, don't know ,1, vp ,1, don't know ,1, don't know ,1
1593, house of representatives ,5, vp ,5, cabinet ,5, cabinet member ,1
1594, congress ,1, senator ,5, senator ,1, senator ,5
1595, speaker of the house ,5, vp ,5, senator ,1, house of reps ,1
1596, speaker of  House ,5, vp ,5, political advisor ,1, Senate waterboy ,1
1597, <RF> ,1, <RF> ,1, <RF> ,1, <RF> ,1
1598, no guess ,1," no guess, no idea ",1, no guess ,1," no idea, don't folloe politics ",1
1599, speaker of house ,5, vp ,1, secretary to pres ,1, secretary ,1
1600, representive ,5, vice presdent ,5, head of senate ,1, treasurer ,1
1601, speaker ,5, vp ,5, senate ,1, chair of committee ,1
1602, state rep ,1, vp ,5, senator ,1, congress ,5
1603, senate seat ,1, house seat ,5, governor ,5, senate ,5
1604, commisioner ,1, vp ,5, house of rep ,5, congressman ,5
1605, judge ,1, vp ,1, financial ,1, house of reps ,1
1606, senator ,1, vp ,5, senate ,1, atty general ,1
1607, speaker of house ,5, vp ,5, <RF> ,1, <RF> ,1
1608, <RF> ,1, vp ,5, <RF> ,1, <RF> ,1
1609, <RF> ,1, vp ,5, <RF> ,1, <RF> ,1
1610, house of rep. ,1, vp ,1, no ,1, justice dept. ,1
1611,,-2,,-2,,-2,,-2
1612, senator ,1, vp ,5, exec staff of white house ,1, senator ,5
1613, head of the House ,1, vp ,5, senate ,1, house member ,5
1614, doesn't know//court system//no ,1," representative?//feels she should know it, but can't think of it//no ",1, ddoesn't remember that name//congress//no ,1, doesn't know//congress//no ,1
1615, i don't even know//i know it but i don't// she's in the senate ,1, vice president ,5," i heard of him, but i'm not too familiar with him, he's in the senate ",5, i really don't know//lieutenant governer ,1
1616, i don't know// your best gues// I don;t know ,1, vice president ,5, pass// your best guess// speaker of the house// NO ,1, pass// your best guess// secretary of defense//NO ,1
1617, i don't know// your best guess// senator ,1, senator ,5, i don't know// best guess// senator ,1, senator ,5
1618, I DON'T KNOW//senate ,1, war of defense ,5, i don't know//congress ,1, i don't know// i don't know ,1
1619, i have no idea//no idea ,1, i know about him but i can't of who he is ,5, i don't know ,5, i have no idea ,5
1620, don't know//don't know ,1, don't know//dont know ,1, don't know ,5, don't know ,5
1621, i don't know//who is she ,5, i don't know//who is he ,1, i don't know ,5, republican ,5
1622, THE SENATE IN ALASKA ,5, SENATE BUT I DON'T KNOW WHERE HE'S AT ,5, I DON'T KNOW HIM//SENATE ,1, I DON'T KNOW HIM//SITS ON THE REPUBLICAN SIDE ,1
1623," i heard of her, but i can't really say//senator ",1, vice president ,5, i heard his name but i don't know what he does either//that's hard//don't know ,1, i'm lost with these questions//i have no idea ,1
1624, attorney general ,5, secretary of state ,5, don't know//no clue ,1, i don't know ,5
1625, im not sure//i'm not sure ,1, is he in the senate//i'm not sure ,1, i don't now ,5, i don't know him ,5
1626, i don't know//democratic office of some kind ,1, republican//the government ,1, i don't even know//democratic ,1, he is a republican//no ,1
1627, speaker of the house ,5, vice president ,5, i don't know//i don't know ,1, i don't know either//i don't know ,1
1628, i don't know//i don't want to guess ,1, vice president ,1," i can't think of what job he holds, but i saw him on tv ",5, i don't know//i can't think right now ,5
1629, speaker of the house ,5, representative//i don't know what he is/ he's just in the gov't in washington ,1, i never heard of him//i don't him ,1, i never heard of him either//i don't know ,1
1630, i don't know ,5, i don't know ,5, i have never heard of gordon brown ,5, i am not sure ,5
1631,,-2,,-2,,-2,,-2
1632, don't know//don't know ,1, democrat//don't know ,1, don't know//don't know ,1, don't know//don't know ,1
1633, i don't know ,5, vice president ,5, i don't know ,5, i don't know ,5
1634, governor ,5, vice president ,5, i dont know him// your best guess// i can not recall his name// NO ,1, i don't know// best guess//  i don;t know//NO ,1
1635,,-2,,-2,,-2,,-2
1636, i can not tell you right now// your best guess// I don;t know//NO ,1, i can not tell you// your best guess// I dont know//NO ,1, i don't know// any guess// i don't know// No ,1, i don't have any idea// any guess// i don't know//NO ,1
1637, dont know ,1, vice president ,5, dont know ,5, dont know ,1
1638, don't know//repeated question//don't know ,1, i don't know//don't know ,1, i don't know//don't know ,1, don't know//don't know ,1
1639, some kind of national office..name sounds familiar//no ,1, vice president until Jan 19th//no ,5, head of FEMA//no ,5, no best guess//no ,1
1640, whatever it is in California but not the governor of Calif//seen her on TV but can't remember her title//no ,1, vice president//no ,5, have no clue//no ,1, no guess//dont know//no ,1
1641, she is the leader of the Senate ,5, vice president ,5, dont know// ,1, have NO idea//but don't know//heard names tho//no ,1
1642," SECRETARY OF THE STATE//NO, SOMETHING IN THE SENATE//THE HIGH CHAIR IN THE SENATE//NO ",1, DON'T KNOW//NO ,1, NOT KNOW// ,5, NO CLUE ,5
1643, SENATE ,1, VICE PRESIDENT ,1, NO CLUE ,5, DON'T HAVE CLUE ,1
1644, speaker of the house// ,5, vice president ,5, think he is a press secretary//no ,5, don't know ,5
1645, speaker of the house ,5, vp ,5, no guess ,1, supreme court justice ,5
1646, SPEAKER OF THE HOUSE// ,5, VICE PRESIDENT ,5, NEVER EVEN HEARD OF THE NAME//NO ,1, JUDGE OF THE SUPREME COURT//NO ,5
1647, speaker of the house ,5, vice president ,5, unfamiliar with the name//no idea//no ,1, supreme court justice...chief justice//no ,5
1648, senior majority whip of the House of Representatives//no ,5, vice president//no ,5, he is England's prime minister//no ,5, can/t place//no ,1
1649, speaker of the house//no ,5, vice president// ,5, no guess ,1, no guess ,1
1650,,-2,,-2,,-2,,-2
1651, not sure - I thought she was running as vp for McCain ,1, republican- vice president with Bush ,5, Republican and is friends with Bush- should be Gordon Smith ,5, don't know//x ,1
1652, don;t know// ,1, was vice president ,5, don;t know// ,5, dont know// ,5
1653, speaker of the house ,5, vice president ,5, speaker for the white house ,5, supreme court justice ,5
1654, congress// ,1, vice president ,5, if it is Gordon Brown I don't know and if it Gordon Smith it is Senator ,1," don't know, I don't have a clue// ",1
1655, she is speaker of the house ,5, vice president who is really the man ,5, he is a senator ,5, another senator ,5
1656, main person-chairperson- the head of the snake ,5, vice president- bumble head ,5, //senator//dk ,5, //don't know//i have seen that name ,5
1657, speaker of the house ,5, vice president ,5, don;t know who he is//no ,5, don';t know who he is//no ,1
1658, speaker of the house ,5, vice president ,5, don't know// religious leader ,1, correspondent ,5
1659, speaker of the house ,5, vice president ,5, republican senator from Oregon ,5, chief justice of the supreme court ,5
1660, secretary of state ,5, vice president ,5, do you mean Gordon Smith-senator there is a misprint ,5, senator or something ,1
1661,,-2,,-2,,-2,,-2
1662, have no idea//no ,1, vice president ,5, know the name// just can't think of the office  ,5, attorney general//it doesn't sound right ,5
1663, speaker of the house ,5, vice president ,5, have no idea // ,5, cabinet//don't know ,5
1664, //senator ,1, vice president ,5, //senator//don't know ,5, //senator ,5
