rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
356,223019,9/12/2010 18:56,Complete,,,,,,United States,,,,,,,FY959430,,I agree to participate,FY959430,,17,,,end,,,photo,,,,Senator,Secratery of Labor,Representative,,,,,,,Former President of Chile,,Don't Know,percent,,,,,5,,,,,5,,2,7,3,2,1,7,,Slightly conservative,,,,USA Today, Other ,Oregonian,CBS,,PBS,NBC,,ABC,,,,,,,,,NPR,,,,,,,,,,6,A lot,4,7,Republican,,Not very strong,,,50,70,40,50,50,100,20,open,,,UNITED STATES,Heart Attack,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,George H. Bush,,,0,0,7,0,0,0,0,5,25%,7%,12%,Branch A,Decreased,Remained the Same,Remained the Same,,,,,9,10,5,0,7,Republicans,,5,4,3,5,3,3,5,2,3,4,5
358,223037,9/12/2010 19:20,Complete,,,,,,United States,,CA,,,,,FY977340,,I agree to participate,FY977340,,56,,,end,,,nonphoto,"nv senator, majority leader",prime minister/president? of france,Head of dept of homeland security,,,,,german chancellor,"republican senator, minority leader",,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,2,7,1,5,,Very liberal,,NY Times,,, Other ,sf chronicle,,,,,,,,,,,,,,,NPR,,,,,,,,Other,salon,0,Not at all,2,2,Democrat,,,Strong,,85,15,70,85,85,85,70,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,35%,1%,5%,Branch A,Don't Know,Decreased,Increased,,,,,6,10,10,10,10,Democrats,,10,0,4,4,5,2,2,1,1,1,7
359,223096,9/12/2010 20:59,Complete,,,,,,United States,,DC,,,,,FY935155,,I agree to participate,FY935155,,91,,,end,,,nonphoto,Senate Majority Leader,President of France,Secretary of Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,percent,,,10,0,0,0,,0,10,0,0,5,6,2,5,3,6,,Moderate,Wall Street Journal,NY Times,Washington Post,,,,,,,,,,,,,,,,CNN,,NPR,,,,,Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A great deal,7,7,Independent,,,,Closer to Democratic Party,60,20,30,80,60,75,40,open,,,Russia,Heart Disease,Question any person whom they suspect to be an illegal immigrant for their papers,10,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,,,7,0,8,7,5,0,7,3,25%,15%,30%,Branch A,Increased,Remained the Same,Increased,,,,,8,10,1,5,7,Don't Know,,8,5,2,5,5,3,5,3,1,3,5
360,223100,9/12/2010 21:04,Complete,,,,,,United States,,CA,,,,,FY930554,,I agree to participate,FY930554,,24,,,end,,,photo,,,,,,,,,,,,,Chancellor of Germany,,Don't Know,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,3,7,3,5,,Slightly liberal,,NY Times,,, Other ,Contra Costa Times,CBS,,PBS,NBC,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A lot,4,5,Democrat,,,Strong,,70,40,80,80,70,65,65,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,George H. Bush,Couldn't say,Couldn't say,,,,,,,,,17%,5%,10%,Branch A,Increased,Decreased,Increased,,,,,9,10,10,10,9,Democrats,,10,0,5,4,3,2,2,1,1,1,7
361,223113,9/12/2010 21:28,Complete,,,,,,United States,,CA,,,,,FY961481,,I agree to participate,FY961481,,15,,,start,8,2,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,,,,0,,,10,,,2,7,2,7,1,5,,Slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A little,1,5,Democrat,,,Strong,,70,0,70,60,70,50,50,open,,,Russia,heart disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George W. Bush,,,5,0,5,0,0,0,10,5,40%,20%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,6,10,0,0,0,Other,It depends on the current economic situation.,,,2,3,4,2,3,1,4,2,6
362,223150,9/12/2010 22:13,Complete,,,,,,United States,,,,,,,FY909575,,I agree to participate,FY909575,,49,,,end,,,photo,,,,Speaker of the House,,President of France,,,,Senator,Supreme Court Justice,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,3,5,2,3,,Liberal,,NY Times,,,,,,,,,,,,,,,BBC, Others ,,Daily Show,NPR,,,,,,,,Other,NYT.com,1,A moderate amount,1,2,Democrat,,,Strong,,50,20,70,50,50,85,65,open,,,Russia,breast cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Jimmy Carter,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,30%,15%,36%,Branch A,Increased,Decreased,Increased,,,,,3,9,4,1,0,Democrats,,8,0,3,5,3,4,2,6,3,5,4
374,223445,9/13/2010 9:13,Complete,,,,,,United States,,DC,,,,,FY918792,,I agree to participate,FY918792,,108,,,end,,,photo,,,,Congressman,Congresswoman,President,,,,Senator,Chancellor,,,,,percent,,,0,2,5,5,,0,9,0,1,1,6,3,7,4,5,,Very liberal,,NY Times,Washington Post,,,,,,,,,,,,,,,,,,NPR,,,,,,,,Other,Slate,1,A moderate amount,5,2,Democrat,,,Strong,,85,15,60,85,85,85,70,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,0,4,6,2,0,0,7,6,35%,5%,30%,Branch A,Don't Know,Decreased,Increased,,,,,8,10,8,0,10,Democrats,,7,0,3,6,4,5,3,2,2,2,6
375,223581,9/13/2010 11:05,Complete,,,,,,United States,,CA,,,,,FY962441,,I agree to participate,FY962441,,37,,,start, dk,0,nonphoto,,,,,,,,,,,,High Representative of the (European) Union for Foreign Affairs and Security Policy,,Chairman of the Republican National Committee,,percent,,,5,5,5,5,,5,5,5,5,2,7,7,7,2,5,,Liberal,,,,, Other ,The Economist,,,,,,,,,,,,,,,,,,,,,,,,,0,A moderate amount,0,5,Independent,,,,Closer to Democratic Party,50,40,60,50,50,50,50,closed,Couldn't say,Don't Know,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,5,5,5,5,5,5,5,5,25%,15%,8%,Branch A,Don't Know,Don't Know,Don't Know,,,,,0,5,0,0,2,Don't Know,,,,2,5,6,4,4,3,4,4,5
376,223657,9/13/2010 12:12,Complete,,,,,,France,,A8,,,,,FY987137,,I agree to participate,FY987137,,57,,,start,6,1,photo,,,,Columnist,Supreme court nominee,President of French Republic,,,,Columnist,"Chancellor, German Republic",,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,2,7,1,6,2,7,,Moderate,,NY Times,,, Other ,The Economist; Les Echos,,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A lot,5,6,Other,"conservative on economic issues, but solid defender of bill of rights",,,,50,40,30,70,70,70,60,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Deny aid to known illegal immigrants,2,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,30%,15%,35%,Branch B,,,,Increased,Decreased,Increased,Increased,7,5,0,8,5,Republicans,,,,1,6,6,4,4,2,1,3,6
377,223659,9/13/2010 12:06,Complete,,,,,,United States,,IL,,,,,FY975569,,I agree to participate,FY975569,,25,,,end,,,photo,,,,"Harry Reed, House Speaker?",No idea.,"Sarkozy, PM of France",,,,No idea,"Angela Merkel, German Chancellor",,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,4,7,1,5,,Liberal,,,,, Other ,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,7,6,Democrat,,,Strong,,90,20,75,90,90,90,90,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,30%,15%,30%,Branch B,,,,Increased,Decreased,Increased,Increased,6,10,1,10,10,Democrats,,8,0,5,3,5,5,5,2,1,3,7
378,223760,9/13/2010 12:46,Complete,,,,,,United States,,CA,,,,,,,I agree to participate,,,6,,,start,,,nonphoto,,,,,,,,,,,,,,,,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,Branch B,,,,,,,,,,,,,,,,,,,,,,,,,
379,223848,9/13/2010 14:01,Complete,,,,,,United States,,CA,,,,,FY981874,,I agree to participate,FY981874,,25,,,end,,,nonphoto,speaker of the house,President of France,Head of homeland security,,,,,chancellor of Germany,republican senator,,,,,,,percent,,,3,,,,,,9,,,2,6,2,7,2,6,,Moderate,Wall Street Journal,,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A little,1,7,Other,libertarian,,,,50,50,50,50,50,50,50,open,,,france,cancer,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,,,,,,,,,,,40%,10%,2%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,1,3,0,0,0,Republicans,,2,5,1,6,7,5,4,3,3,3,6
380,223883,9/13/2010 14:37,Complete,,,,,,United States,,WA,,,,,FY951845,,I agree to participate,FY951845,,40,,,end,,,photo,,,,US House Speaker,Director of Homeland Security,French Prime Minister,,,,US Senator,German Chancellor,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,6,2,6,2,6,,Slightly liberal,,,,, Other ,Economist,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,0,Not at all,1,7,Independent,,,,Closer to Democratic Party,85,15,40,70,85,70,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,24%,7%,4%,Branch B,,,,Increased,Decreased,Increased,Increased,3,10,0,0,3,Don't Know,,6,0,4,3,5,2,3,3,2,5,4
381,224045,9/13/2010 16:16,Complete,,,,,,United States,,CA,,,,,FY986760,,I agree to participate,FY986760,,66,,,start,7,0,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,6,7,1,6,1,5,,Liberal,,,,, Other ,LA Times,CBS,,,NBC,,ABC,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,3,7,Democrat,,,Strong,,80,50,80,100,100,100,50,closed,Germany,Lung Cancer,,,Deny aid to known illegal immigrants,4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,4,Don't Know,Does not reimburse routine mammograms for women younger than 50,Replaces Medicare with a “public option”,,,,,,,,,30%,15%,15%,Branch A,Remained the Same,Increased,Increased,,,,,2,10,2,0,5,Don't Know,,,,3,5,7,5,3,2,1,2,6
382,224225,9/13/2010 17:21,Complete,,,,,,United States,,MA,,,,,FY994406,,I agree to participate,FY994406,,23,,,end,,,nonphoto,Senate Majority Leader,President of France,Attorney General,,,,,Prime Minister of Germany,Senate Minority Leader,,,,,,,percent,,,10,,,,,,10,,,6,6,3,3,3,7,,Slightly conservative,Wall Street Journal,NY Times,,, Other ,Milwaukee Journal Sentinel,,,,,,,,,,,,,,,,,,,,,,,,,0,Not at all,3,3,Republican,,Not very strong,,,100,60,15,100,100,100,30,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,,,0,0,0,0,0,0,10,0,15%,10%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,2,0,0,Democrats,,4,10,1,3,6,2,2,3,3,2,6
404,226473,9/14/2010 18:32,Complete,,,,,,United States,,CA,,,,,FY952866,,I agree to participate,FY952866,,11,,,start,, dk,photo,,,,House Majority Leader,Director of Homeland Security,Foreign Relations Chair,,,,Congressman,Senator,,,,,regular,Anthony Kennedy,John Boehner,,,,,,,,,,5,6,3,2,2,5,,Slightly conservative,,,,, Other ,San Jose Mercury News,,,,NBC,,ABC,,Fox News,,,,,CNN,,,,, Others ,KGO - San Francisco,,,,,,5,A moderate amount,5,5,Independent,,,,Closer to Republican Party,85,50,50,70,60,85,40,open,,,Japan,Heart attack,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,"Replaces private health insurance with a ""single payer system""",Couldn't say,,,,,,,,,18%,10%,8%,Branch A,Increased,Decreased,Increased,,,,,6,10,7,10,7,Republicans,,,,3,5,6,4,4,5,3,4,6
389,224655,9/13/2010 22:59,Complete,,,,,,United States,,WA,,,,,FY965446,,I agree to participate,FY965446,,34,,,end,,,photo,,,,Senate Leader,Supreme Court,French President,,,,Senate Minority Leader,German Prime Minister,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,7,2,6,2,6,,Slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A little,0,5,Democrat,,,Strong,,60,60,70,60,60,60,60,closed,[Erstwhile] Soviet Union,Breast Cancer,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,30%,5%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,4,10,0,0,2,Democrats,,8,0,3,4,6,5,5,4,4,4,4
390,224692,9/13/2010 23:34,Complete,,,,,,United States,,WA,,,,,FY999589,,I agree to participate,FY999589,,31,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,1,6,2,4,4,4,,Slightly liberal,,NY Times,,, Other ,"Seattle Times, local papers",,,,,,,,,,,BBC,,,,NPR,,,,,,,,,,0,A little,0,2,Independent,,,,Closer to Democratic Party,50,40,70,60,40,100,40,open,,,Russia,Heart disease/attack,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,3,Don't Know,,,0,0,0,0,0,0,0,0,35%,5%,10%,Branch A,Increased,Decreased,Increased,,,,,1,10,0,2,1,Don't Know,,10,1,2,4,6,4,2,6,2,3,6
391,224722,9/14/2010 0:48,Complete,,,,,,United States,,CA,,,,,FY987518,,I agree to participate,FY987518,,108,,,start,6,2,nonphoto,legislator,President of France,,,,,,?,?,,,,,,,percent,,,9,,,,,,,,3,1,7,2,4,1,7,,Slightly conservative,,,,, Other ,San Diego Union Tribune,,,,,,ABC,,,,,,,,,,,,,,,,,,,7,A great deal,0,,Republican,,Not very strong,,,40,30,15,50,50,40,30,closed,Couldn't say,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Don't Know,,,7,0,7,7,7,0,5,5,35%,15%,35%,Branch B,,,,Decreased,Increased,Remained the Same,Increased,0,0,0,0,5,Republicans,,,,1,6,7,7,1,1,3,5,4
392,224751,9/14/2010 1:55,Complete,,,,,,United Arab Emirates,,3,,,,,FY934941,,I agree to participate,FY934941,,47,,,start,8,0,photo,,,,Senate Majority Leader,Janet Napolitano - Health Human Services Secretary?,President of France,,,,Senator,Prime Minister of Germany,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,1,7,2,5,,Liberal,Wall Street Journal,NY Times,,, Other ,The Economist,,,,,,,,,MSNBC,,BBC,,,,,,, Others ,"BBC, 103.8 Dubai Eye",,,,Other,Yahoo.com,1,A moderate amount,2,3,Democrat,,,Not very strong,,85,30,50,85,85,100,65,open,,,Soviet Union,Cancer,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,10%,5%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,7,2,2,2,4,Democrats,,,,2,7,6,4,3,2,2,3,6
393,224775,9/14/2010 3:36,Complete,,,,,,United States,,NV,,,,,FY921515,,I agree to participate,FY921515,,17,,,end,,,nonphoto,Senate Leader,Pres of France,Sec Homeland,,,,,Germany,Minority leader Senate,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,5,3,7,5,7,,Moderate,Wall Street Journal,NY Times,Washington Post,, Other ,Chrisain Science,,,PBS,,Other,,,,MSNBC,CSPAN,BBC, Others ,,Bloombergh,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A moderate amount,,9,Other,Libertarian Socialist,,,,40,14,60,60,85,60,85,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,,,,Branch B,,,,Increased,Decreased,Increased,Remained the Same,7,10,0,10,10,Democrats,,10,3,,,,4,4,7,1,6,6
394,224947,9/14/2010 7:30,Complete,,,,,,United States,,CA,,,,,FY955871,,I agree to participate,FY955871,,118,,,start,10,0,nonphoto,US Senator from Nevada,French president,homeland security chief,,,,,German chancellor,republican,,,,,,,percent,,,0,0,0,0,,0,0,0,0,1,6,3,7,2,5,,I haven’t thought much about this,Wall Street Journal,NY Times,,, Other ,"SJ Mercury, SF Chronicle",,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A little,3,5,Democrat,,,Strong,,85,30,70,70,70,85,80,open,,,USSR,Cardiac disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,3,Bill Clinton,,,0,0,6,4,3,0,4,5,30%,5%,10%,Branch A,Increased,Decreased,Increased,,,,,5,10,2,7,2,Democrats,,,,3,3,3,4,3,2,2,2,6
395,225061,9/14/2010 9:53,Complete,,,,,,United Kingdom,,H9,,,,,FY912994,,I agree to participate,FY912994,,26,,,end,,,photo,,,,dont know,dont know,obama's innter circle,,,,Fed reserve,German chancellor,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,2,5,3,7,,Slightly conservative,,,,, Other ,Financial Times,,,,,Other,,BBC,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A little,7,6,Democrat,,,Not very strong,,80,45,80,80,80,85,40,closed,[Erstwhile] Soviet Union,Don't Know,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Couldn’t Say,,Don't Know,Couldn't say,Couldn't say,,,,,,,,,25%,30%,13%,Branch A,Increased,Decreased,Increased,,,,,9,5,5,5,6,Democrats,,8,0,2,6,6,5,5,3,3,4,5
396,225232,9/14/2010 11:48,Complete,,,,,,United States,,IL,,,,,FY923229,,I agree to participate,FY923229,,15,,,start,7,1,nonphoto,Minority leader,President of France,Secretary of Homeland Security (used to be Arizona governor),,,,,German Chancellor,,,,,,Don't Know,,percent,,,0,0,0,0,,0,0,0,0,3,7,1,5,2,5,,Moderate,Wall Street Journal,NY Times,,,,,CBS,,,NBC,,,,,,,,,CNN,,,,,,,,,,,,0,A lot,2,7,Republican,,Not very strong,,,50,60,55,60,65,65,40,open,,,Russia,Heart Attacks,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,,,6,4,6,5,4,2,7,5,28%,5%,35%,Branch B,,,,Increased,Remained the Same,Increased,Increased,6,0,0,0,8,Republicans,,,,4,5,5,5,3,4,4,4,4
417,229577,9/15/2010 16:25,Complete,,,,,,United States,,,,,,,FY967253,,I agree to participate,FY967253,,15,,,end,,,photo,,,,,,President,,,,,Chancellor,,,,Don't Know,percent,,,10,,,,,,10,,,1,6,2,4,2,6,,Slightly liberal,Wall Street Journal,NY Times,,, Other ,,,,PBS,,,,,,,,BBC,,,,,,,,,,,,,,1,A little,1,7,Independent,,,,Closer to Democratic Party,85,50,50,85,85,85,85,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Couldn’t Say,,Bill Clinton,,,5,5,7,3,7,7,5,5,40%,3%,12%,Branch B,,,,Increased,Decreased,Increased,Increased,5,5,7,1,5,Other,Too much randomness to be able to predicttell,7,2,4,3,4,5,5,2,3,3,5
